Episodes,Success,Mean Reward,Mean Collision,Epsilon,Mean Value,Mean Loss
196.000000,0.040000,-94.663010,0.960000,0.920910,-7.764228,140.093842
197.000000,0.040000,-94.620010,0.960000,0.920590,-8.063509,138.336990
198.000000,0.040000,-94.688011,0.960000,0.920040,-7.859458,131.442886
199.000000,0.040000,-94.777000,0.960000,0.919500,-10.310198,135.899597
200.000000,0.040000,-94.820000,0.960000,0.918920,-10.350600,132.655090
201.000000,0.040000,-94.781990,0.960000,0.918620,-10.288653,130.870575
202.000000,0.040000,-94.824997,0.960000,0.918010,-10.293711,129.757401
203.000000,0.040000,-94.720993,0.960000,0.917790,-10.293711,131.212601
204.000000,0.040000,-94.809998,0.960000,0.916720,-8.831492,141.979034
205.000000,0.040000,-94.766991,0.960000,0.916590,-8.831492,146.810516
206.000000,0.040000,-94.739998,0.960000,0.916480,-8.831492,146.219986
207.000000,0.040000,-94.735001,0.960000,0.916370,-8.831492,153.028702
208.000000,0.040000,-94.775993,0.960000,0.915490,-7.663529,146.140549
209.000000,0.050000,-92.681992,0.950000,0.914290,-7.085394,156.615158
210.000000,0.050000,-92.701996,0.950000,0.914200,-7.085394,155.102936
211.000000,0.050000,-92.657990,0.950000,0.914060,-7.098052,151.748810
212.000000,0.050000,-92.700996,0.950000,0.911640,-3.249891,159.958893
213.000000,0.050000,-92.720001,0.950000,0.911240,-3.234633,146.613037
214.000000,0.050000,-92.721992,0.950000,0.910640,-4.426874,151.096436
215.000000,0.050000,-92.802986,0.950000,0.908580,-2.853975,129.091034
216.000000,0.050000,-92.915993,0.950000,0.907240,-0.948120,129.900284
217.000000,0.050000,-92.840996,0.950000,0.907050,-1.222343,131.054016
218.000000,0.050000,-92.866989,0.950000,0.906510,-1.126958,120.608505
219.000000,0.050000,-92.917992,0.950000,0.905480,-2.952398,125.896278
220.000000,0.050000,-92.922989,0.950000,0.905330,-3.189243,123.691956
221.000000,0.050000,-92.848991,0.950000,0.904970,-3.296185,119.740166
222.000000,0.050000,-92.868996,0.950000,0.904340,-4.111077,117.647255
223.000000,0.050000,-92.822990,0.950000,0.903740,-4.102338,127.740250
224.000000,0.050000,-92.792992,0.950000,0.903450,-3.754746,129.369125
225.000000,0.060000,-90.816986,0.940000,0.902430,-3.499507,133.147293
226.000000,0.050000,-92.813988,0.950000,0.902260,-3.487027,144.538361
227.000000,0.050000,-92.894989,0.950000,0.901610,-3.678338,129.875229
228.000000,0.050000,-92.808983,0.950000,0.901410,-2.328713,121.985825
229.000000,0.050000,-92.888985,0.950000,0.900950,-2.601365,107.306526
230.000000,0.050000,-92.862991,0.950000,0.900760,-2.601365,102.503471
231.000000,0.050000,-92.827988,0.950000,0.900530,-2.464501,110.624207
232.000000,0.050000,-92.804977,0.950000,0.900280,-2.331465,116.210060
233.000000,0.050000,-92.902985,0.950000,0.899340,-2.465834,141.738937
234.000000,0.050000,-92.911980,0.950000,0.898350,-2.300158,144.994675
235.000000,0.050000,-92.992989,0.950000,0.896780,-2.135990,141.883255
236.000000,0.050000,-93.029984,0.950000,0.895400,-0.725038,115.136383
237.000000,0.050000,-93.014984,0.950000,0.895210,-0.581424,117.440231
238.000000,0.050000,-93.149979,0.950000,0.893430,1.517330,125.543709
239.000000,0.050000,-93.170975,0.950000,0.893170,1.340840,120.113853
240.000000,0.060000,-91.184967,0.940000,0.892510,2.299711,116.342949
241.000000,0.060000,-91.354980,0.940000,0.891040,2.202702,131.723099
242.000000,0.060000,-91.264969,0.940000,0.890800,2.218696,131.408325
243.000000,0.060000,-91.252975,0.940000,0.890590,2.356915,123.174538
244.000000,0.050000,-93.257988,0.950000,0.890470,2.224758,131.979980
245.000000,0.050000,-93.308983,0.950000,0.889870,1.829334,110.831474
246.000000,0.050000,-93.334984,0.950000,0.889080,0.663847,110.608170
247.000000,0.050000,-93.327980,0.950000,0.888230,1.049657,108.858604
248.000000,0.050000,-93.234978,0.950000,0.888080,1.326910,105.112167
249.000000,0.050000,-93.251976,0.950000,0.887920,1.326910,110.758400
250.000000,0.050000,-93.243988,0.950000,0.887770,1.243042,115.123894
251.000000,0.050000,-93.318977,0.950000,0.887230,1.276276,120.607147
252.000000,0.050000,-93.330978,0.950000,0.886500,0.572607,115.469795
253.000000,0.050000,-93.203987,0.950000,0.886380,0.454234,118.109985
254.000000,0.050000,-93.263985,0.950000,0.885580,0.065677,135.799057
255.000000,0.050000,-93.279984,0.950000,0.885430,-0.362742,132.757858
256.000000,0.050000,-93.281975,0.950000,0.885210,-0.994886,126.449287
257.000000,0.050000,-93.268982,0.950000,0.885080,-1.794747,126.443909
258.000000,0.050000,-93.314980,0.950000,0.884500,-2.380291,119.018387
259.000000,0.050000,-93.321983,0.950000,0.884150,-2.485782,124.567055
260.000000,0.050000,-93.354980,0.950000,0.883360,-2.780911,126.306023
261.000000,0.050000,-93.438988,0.950000,0.881950,-2.386370,117.765305
262.000000,0.040000,-95.530983,0.960000,0.881460,-1.863597,125.491165
263.000000,0.030000,-97.594994,0.970000,0.879820,-2.078319,130.333755
264.000000,0.040000,-95.565987,0.960000,0.879490,-2.175323,123.603264
265.000000,0.040000,-95.550987,0.960000,0.879300,-2.948933,118.349297
266.000000,0.050000,-93.492989,0.950000,0.878590,-2.019694,118.042938
267.000000,0.060000,-91.446991,0.940000,0.878450,-2.038840,113.377632
268.000000,0.060000,-91.407997,0.940000,0.877790,-0.619616,120.302460
269.000000,0.060000,-91.300003,0.940000,0.877600,-0.470934,119.201080
270.000000,0.060000,-91.288994,0.940000,0.876860,-0.063134,138.291580
271.000000,0.060000,-91.298996,0.940000,0.876550,-0.318666,141.490707
272.000000,0.060000,-91.410004,0.940000,0.874620,0.079253,142.855515
273.000000,0.060000,-91.475998,0.940000,0.873080,-0.686623,126.037590
274.000000,0.070000,-89.459991,0.930000,0.872580,0.771802,126.739433
275.000000,0.070000,-89.499992,0.930000,0.872350,-0.791906,121.440186
276.000000,0.070000,-89.492989,0.930000,0.872130,-0.868727,115.719299
277.000000,0.070000,-89.378998,0.930000,0.871920,-1.588692,112.216331
278.000000,0.070000,-89.320999,0.930000,0.871780,-2.303209,109.209541
279.000000,0.070000,-89.314987,0.930000,0.871570,-1.383264,115.357895
280.000000,0.070000,-89.276993,0.930000,0.871360,-1.145091,125.808929
281.000000,0.070000,-89.293991,0.930000,0.870880,-0.948340,130.466644
282.000000,0.070000,-89.267990,0.930000,0.870510,-1.111777,122.058350
283.000000,0.070000,-89.268982,0.930000,0.870210,-0.672611,118.206573
284.000000,0.070000,-89.289993,0.930000,0.869850,0.636280,123.073257
285.000000,0.070000,-89.338982,0.930000,0.868910,0.624865,123.626251
286.000000,0.070000,-89.324989,0.930000,0.868690,0.772629,127.301720
287.000000,0.070000,-89.318985,0.930000,0.868360,-0.003721,134.662018
288.000000,0.070000,-89.304993,0.930000,0.867990,0.020380,130.347229
289.000000,0.070000,-89.270988,0.930000,0.867820,-0.648564,125.970718
290.000000,0.070000,-89.228981,0.930000,0.867080,-0.017073,114.623154
291.000000,0.070000,-89.250984,0.930000,0.866930,-1.374277,112.389992
292.000000,0.070000,-89.186981,0.930000,0.866800,-1.873249,112.676491
293.000000,0.070000,-89.147987,0.930000,0.866660,-1.833002,118.952660
294.000000,0.070000,-89.157990,0.930000,0.866270,-1.825588,134.182678
295.000000,0.070000,-89.178986,0.930000,0.865710,-2.100946,135.856598
296.000000,0.070000,-89.120979,0.930000,0.865570,-2.316779,134.028625
297.000000,0.070000,-89.236969,0.930000,0.864670,-0.669793,118.882484
298.000000,0.070000,-89.175980,0.930000,0.862910,-0.812280,115.683449
299.000000,0.070000,-89.105980,0.930000,0.861460,1.644196,116.356186
300.000000,0.070000,-89.037979,0.930000,0.861310,1.217787,116.385536
301.000000,0.070000,-89.100975,0.930000,0.859900,2.520547,113.141068
302.000000,0.070000,-89.081970,0.930000,0.858740,4.677178,122.306320
303.000000,0.070000,-89.140976,0.930000,0.857460,4.916881,113.348312
304.000000,0.070000,-89.107979,0.930000,0.857050,3.938870,111.071907
305.000000,0.070000,-89.100975,0.930000,0.856940,3.009672,110.412117
306.000000,0.070000,-89.131973,0.930000,0.855430,2.874927,125.720901
307.000000,0.070000,-89.255974,0.930000,0.854520,0.771476,119.466385
308.000000,0.070000,-89.171974,0.930000,0.854030,-0.588094,124.741646
309.000000,0.060000,-91.168976,0.940000,0.853700,-2.098368,119.266586
310.000000,0.060000,-91.241974,0.940000,0.852630,-2.442020,135.248917
311.000000,0.060000,-91.254982,0.940000,0.852410,-2.653097,134.839645
312.000000,0.060000,-91.323975,0.940000,0.850560,-2.870279,115.722977
313.000000,0.060000,-91.307976,0.940000,0.850240,-1.791632,111.798111
314.000000,0.060000,-91.312981,0.940000,0.850020,-1.454870,117.448227
315.000000,0.060000,-91.217979,0.940000,0.849830,-1.908127,122.868141
316.000000,0.060000,-91.131973,0.940000,0.849610,-1.974377,126.353409
317.000000,0.060000,-91.166969,0.940000,0.848870,-2.594479,129.439392
318.000000,0.060000,-91.152977,0.940000,0.848250,-3.103886,119.442162
319.000000,0.060000,-91.092979,0.940000,0.847220,-2.576378,119.157501
320.000000,0.060000,-91.072975,0.940000,0.847050,-3.133091,122.047180
321.000000,0.060000,-91.075989,0.940000,0.846780,-3.406224,125.218803
322.000000,0.070000,-89.081985,0.930000,0.845730,0.222415,117.208023
323.000000,0.070000,-89.061981,0.930000,0.845530,0.112345,114.053238
324.000000,0.070000,-89.079979,0.930000,0.844730,-0.122305,104.807579
325.000000,0.060000,-91.120979,0.940000,0.844240,-0.298894,122.710991
326.000000,0.060000,-91.109978,0.940000,0.843780,-1.467336,126.254639
327.000000,0.060000,-91.064980,0.940000,0.843430,-1.584478,120.833305
328.000000,0.060000,-90.209984,0.940000,0.840090,0.610547,120.290527
329.000000,0.060000,-90.154984,0.940000,0.839920,0.415488,115.427567
330.000000,0.060000,-90.169983,0.940000,0.839610,0.535628,111.764122
331.000000,0.060000,-90.212990,0.940000,0.839210,-0.523557,112.495750
332.000000,0.060000,-90.195984,0.940000,0.839060,-2.145683,115.906311
333.000000,0.060000,-90.136986,0.940000,0.838610,-2.586786,124.503456
334.000000,0.070000,-88.102989,0.930000,0.837820,-1.160189,116.468948
335.000000,0.070000,-87.970993,0.930000,0.837540,-0.002925,114.864174
336.000000,0.070000,-87.879990,0.930000,0.837380,-1.003574,116.145355
337.000000,0.070000,-87.020988,0.930000,0.834040,0.579240,121.676735
338.000000,0.070000,-86.840988,0.930000,0.833250,1.387512,115.023415
339.000000,0.070000,-86.829987,0.930000,0.832910,0.236962,115.699280
340.000000,0.060000,-88.831993,0.940000,0.832720,-0.047965,118.349091
341.000000,0.060000,-88.682991,0.940000,0.831890,0.975310,121.099892
342.000000,0.060000,-88.763985,0.940000,0.831140,0.821763,112.961456
343.000000,0.060000,-88.832985,0.940000,0.830750,0.384295,111.953568
344.000000,0.060000,-88.895988,0.940000,0.829400,-0.477604,121.273705
345.000000,0.060000,-88.853981,0.940000,0.828800,-2.202260,112.880440
346.000000,0.060000,-88.863983,0.940000,0.827480,-2.382506,115.667053
347.000000,0.060000,-88.889992,0.940000,0.826650,-1.154315,123.860161
348.000000,0.060000,-88.867989,0.940000,0.826520,-1.154315,124.817902
349.000000,0.060000,-88.925995,0.940000,0.825740,-1.619721,119.100754
350.000000,0.060000,-88.929993,0.940000,0.824970,-2.091601,114.901833
351.000000,0.060000,-88.885994,0.940000,0.824650,-2.067937,105.745079
352.000000,0.060000,-88.830994,0.940000,0.824330,-4.084074,102.945076
353.000000,0.060000,-88.802986,0.940000,0.824170,-4.867404,104.854309
354.000000,0.060000,-88.750000,0.940000,0.823680,-4.631637,115.365616
355.000000,0.060000,-88.765999,0.940000,0.823180,-4.113031,114.247925
356.000000,0.060000,-88.778000,0.940000,0.822990,-4.113031,108.453857
357.000000,0.060000,-88.820000,0.940000,0.822770,-4.788593,108.500282
358.000000,0.060000,-88.819000,0.940000,0.822480,-5.053182,117.480064
359.000000,0.060000,-88.854004,0.940000,0.821880,-5.199083,119.163597
360.000000,0.060000,-88.739006,0.940000,0.821050,-7.163105,121.098511
361.000000,0.060000,-88.681992,0.940000,0.819490,-7.294996,138.137970
362.000000,0.060000,-88.705002,0.940000,0.817010,-1.333755,123.065681
363.000000,0.060000,-88.671989,0.940000,0.816720,-0.439563,123.074516
364.000000,0.050000,-90.705994,0.950000,0.816550,-0.211929,127.980843
365.000000,0.050000,-90.678993,0.950000,0.816420,-0.266812,125.483803
366.000000,0.040000,-92.748993,0.960000,0.815570,-0.945943,124.252991
367.000000,0.030000,-94.791992,0.970000,0.815350,-0.991182,123.007584
368.000000,0.030000,-94.775986,0.970000,0.814830,0.732835,117.722435
369.000000,0.030000,-94.807991,0.970000,0.814510,1.249947,116.107239
370.000000,0.030000,-94.803986,0.970000,0.813880,1.167257,122.030090
371.000000,0.030000,-94.809982,0.970000,0.813450,0.908247,135.202042
372.000000,0.030000,-94.737991,0.970000,0.812660,-0.819218,127.795059
373.000000,0.030000,-94.695999,0.970000,0.811570,0.439711,122.472832
374.000000,0.030000,-94.699989,0.970000,0.810900,0.953698,137.718918
375.000000,0.030000,-94.726990,0.970000,0.809890,0.962969,134.011826
376.000000,0.040000,-92.715996,0.960000,0.808090,3.825995,124.405861
377.000000,0.040000,-92.744987,0.960000,0.807210,2.206486,134.075684
378.000000,0.040000,-92.726990,0.960000,0.805870,1.279908,118.770721
